"r",,"u",,"y",,"fs",
-0.02268,0.035017,-0.029876,-0.12016,-0.036714,-0.13956,,
-0.035573,0.11773,0.011725,-0.086112,-0.027935,-0.13833,,
-0.008515,0.099437,0.11571,-0.031392,-0.020534,-0.13434,,
0.03984,5.0757e-05,0.19776,0.0019805,-0.014621,-0.12743,,
0.060061,-0.085622,0.17459,0.0095243,-0.010587,-0.11759,,
0.026394,-0.087819,0.054748,0.021627,-0.0086294,-0.10496,,
-0.028761,-0.028544,-0.063361,0.059741,-0.0088335,-0.089763,,
-0.049517,0.010224,-0.085518,0.10918,-0.011254,-0.072332,,
-0.024057,-0.024529,-0.014595,0.13371,-0.01568,-0.053139,,
-0.00090935,-0.10653,0.06246,0.10842,-0.021638,-0.032758,,
-0.027019,-0.16461,0.0719,0.046,-0.028774,-0.011882,,
-0.079613,-0.15669,0.027443,-0.011218,-0.037126,0.0087357,,
-0.080966,-0.10407,0.0029869,-0.024596,-0.046941,0.02849,,
0.0099835,-0.058171,0.03933,0.01548,-0.058115,0.046726,,
0.13354,-0.043831,0.10173,0.081643,-0.070166,0.063105,,
0.17629,-0.040391,0.12393,0.12823,-0.082375,0.077343,,
0.087949,-0.013797,0.086063,0.12389,-0.094487,0.088869,,
-0.059606,0.040555,0.03796,0.077016,-0.10657,0.097272,,
-0.14093,0.089484,0.033149,0.028651,-0.11852,0.1024,,
-0.10217,0.093216,0.067344,0.023172,-0.13039,0.10448,,
-0.0079837,0.042969,0.086576,0.072538,-0.14209,0.10405,,
0.037391,-0.029243,0.056158,0.14312,-0.15363,0.10136,,
0.0030616,-0.07419,0.0029884,0.18423,-0.1649,0.096682,,
-0.046166,-0.061155,-0.012799,0.16444,-0.17578,0.090493,,
-0.035063,0.00064875,0.035409,0.097287,-0.18633,0.0831,,
0.033242,0.068481,0.10616,0.030378,-0.19642,0.074965,,
0.085858,0.095697,0.13707,0.0019224,-0.20591,0.066608,,
0.069247,0.065558,0.10961,0.013901,-0.21468,0.058306,,
0.010445,0.0054279,0.062575,0.03743,-0.22227,0.050603,,
-0.019385,-0.031961,0.046024,0.04522,-0.22816,0.044185,,
0.0087407,-0.0095204,0.067903,0.035368,-0.23217,0.039464,,
0.049377,0.062507,0.095704,0.027842,-0.23425,0.036624,,
0.040588,0.13236,0.10274,0.042958,-0.23416,0.035531,,
-0.019138,0.14779,0.099269,0.078067,-0.23176,0.035902,,
-0.066315,0.098157,0.10957,0.10716,-0.22715,0.037783,,
-0.044531,0.020784,0.13415,0.10373,-0.22053,0.041244,,
0.031434,-0.032772,0.14218,0.065122,-0.21259,0.046258,,
0.092049,-0.039019,0.10754,0.01306,-0.2037,0.052763,,
0.08833,-0.015812,0.047371,-0.019928,-0.19344,0.060685,,
0.039593,0.0016588,0.0090032,-0.014698,-0.18161,0.069815,,
0.0041343,-0.0039695,0.023741,0.018186,-0.16904,0.080014,,
0.012971,-0.019025,0.071123,0.048678,-0.15661,0.09114,,
0.043782,-0.016735,0.098489,0.053672,-0.14472,0.10293,,
0.058456,0.013718,0.077681,0.034677,-0.13396,0.1152,,
0.052185,0.054601,0.032856,0.01304,-0.12465,0.12772,,
0.053831,0.073696,0.013578,0.010012,-0.11701,0.14032,,
0.081008,0.051519,0.039498,0.027064,-0.11128,0.15284,,
0.10934,-0.0015809,0.078808,0.044873,-0.1075,0.16507,,
0.097003,-0.052182,0.084091,0.044106,-0.10568,0.17695,,
0.037045,-0.06891,0.043967,0.027603,-0.1057,0.18831,,
-0.02594,-0.046188,-0.0026946,0.01549,-0.10738,0.19905,,
-0.038569,-0.0076542,-0.0070436,0.02824,-0.11054,0.20907,,
0.0044986,0.013964,0.036319,0.064351,-0.11514,0.21825,,
0.053402,0.0041322,0.081031,0.099563,-0.12113,0.22654,,
0.055328,-0.022591,0.075979,0.10925,-0.12832,0.23376,,
0.010022,-0.037998,0.018828,0.084485,-0.13638,0.23978,,
-0.031681,-0.027745,-0.044226,0.035873,-0.14512,0.24437,,
-0.024406,-0.0045079,-0.060783,-0.019395,-0.15437,0.24742,,
0.021841,0.006179,-0.02648,-0.066469,-0.16388,0.24882,,
0.052595,-0.0069019,0.013746,-0.09079,-0.17348,0.2484,,
0.028757,-0.028247,0.012058,-0.081476,-0.18282,0.24605,,
-0.029524,-0.030729,-0.030779,-0.036615,-0.19115,0.24146,,
-0.062764,-0.0026618,-0.066075,0.031739,-0.19789,0.23463,,
-0.035397,0.040316,-0.04893,0.097703,-0.20321,0.22581,,
0.024703,0.06892,0.019132,0.13505,-0.2071,0.21532,,
0.052964,0.063832,0.09185,0.13495,-0.20895,0.20343,,
0.014012,0.026575,0.12433,0.10907,-0.20844,0.19033,,
-0.061721,-0.02796,0.10933,0.074489,-0.20537,0.17639,,
-0.10872,-0.083619,0.072533,0.045813,-0.19963,0.16203,,
-0.092472,-0.1264,0.043368,0.029634,-0.19112,0.14764,,
-0.042526,-0.14184,0.02988,0.0286,-0.17979,0.13355,,
-0.019394,-0.11828,0.024661,0.043346,-0.16564,0.12031,,
-0.050856,-0.057847,0.025619,0.064163,-0.14879,0.10845,,
-0.10378,0.017484,0.039412,0.072788,-0.12957,0.098388,,
-0.1188,0.076275,0.067824,0.055558,-0.10836,0.09036,,
-0.069836,0.098034,0.098633,0.019731,-0.085531,0.084606,,
0.012253,0.084687,0.11335,-0.0063902,-0.061465,0.081218,,
0.072053,0.053242,0.10342,0.0018505,-0.036554,0.080114,,
0.08011,0.020108,0.07915,0.037476,-0.011334,0.081034,,
0.050708,-0.0058335,0.055246,0.067987,0.01359,0.083331,,
0.016577,-0.018707,0.036141,0.067594,0.037474,0.086306,,
-0.0045983,-0.012782,0.020815,0.043818,0.059622,0.089966,,
-0.016134,0.0099934,0.014677,0.030193,0.079598,0.094614,,
-0.023187,0.03229,0.028319,0.050016,0.097179,0.10019,,
-0.019193,0.030306,0.06,0.08732,0.11228,0.10667,,
0.0043594,-0.0027468,0.084926,0.10329,0.1247,0.11366,,
0.040586,-0.043556,0.075509,0.078278,0.13435,0.12035,,
0.068011,-0.056294,0.030299,0.03417,0.14116,0.1265,,
0.07055,-0.028119,-0.014752,0.01507,0.145,0.13244,,
0.052025,0.014897,-0.018264,0.040477,0.14598,0.13825,,
0.027854,0.032488,0.023401,0.084178,0.14449,0.14412,,
0.0065583,0.01243,0.071842,0.10259,0.1411,0.15013,,
-0.013746,-0.015583,0.088131,0.079381,0.13625,0.15617,,
-0.03098,-0.012112,0.074469,0.040179,0.13034,0.16203,,
-0.031,0.027156,0.068196,0.02278,0.12374,0.16693,,
-0.003377,0.063886,0.095172,0.03286,0.11678,0.17066,,
0.036109,0.057553,0.13435,0.040745,0.10983,0.17389,,
0.050105,0.010874,0.13734,0.019385,0.10306,0.17693,,
0.016324,-0.030361,0.087825,-0.024092,0.096575,0.1795,,
-0.042291,-0.024614,0.025062,-0.050733,0.090473,0.18147,,
-0.073643,0.021563,0.0045052,-0.029098,0.085026,0.18266,,
-0.048345,0.060794,0.041243,0.029934,0.080449,0.18289,,
0.0085174,0.055145,0.092822,0.086074,0.076818,0.18205,,
0.044246,0.014481,0.10973,0.11104,0.074044,0.18014,,
0.036612,-0.018114,0.08464,0.11326,0.071973,0.17725,,
0.017045,-0.015988,0.058996,0.11941,0.070506,0.17369,,
0.030583,0.0023453,0.072255,0.13745,0.069687,0.16981,,
0.078178,-0.0031662,0.11482,0.14496,0.069618,0.16553,,
0.11025,-0.045576,0.14024,0.11369,0.070527,0.16049,,
0.082335,-0.092382,0.11893,0.048612,0.072595,0.15441,,
0.0099675,-0.09786,0.068385,-0.0072056,0.075639,0.14732,,
-0.042436,-0.050666,0.029037,-0.011806,0.079485,0.13942,,
-0.028983,0.015224,0.019657,0.036648,0.083961,0.13081,,
0.029214,0.056926,0.023368,0.093944,0.088742,0.12141,,
0.069291,0.065225,0.016331,0.10905,0.093545,0.11094,,
0.056478,0.066827,0.0014123,0.071487,0.098265,0.09911,,
0.01929,0.085995,0.0020931,0.017125,0.10263,0.085952,,
0.012153,0.11085,0.028588,-0.0086648,0.10626,0.071619,,
0.051037,0.10412,0.063169,0.0080648,0.10897,0.05635,,
0.096172,0.047747,0.076068,0.043067,0.1106,0.040395,,
0.098604,-0.028239,0.061741,0.064144,0.11078,0.024095,,
0.053929,-0.06745,0.042294,0.062381,0.10913,0.0081274,,
0.0023379,-0.040159,0.039687,0.052319,0.10533,-0.0069763,,
-0.019906,0.026165,0.051095,0.047056,0.09934,-0.02125,,
-0.017358,0.071048,0.056138,0.04163,0.091301,-0.034676,,
-0.019727,0.056636,0.047616,0.020987,0.081201,-0.047149,,
-0.038553,7.2029e-05,0.041529,-0.014932,0.069214,-0.05853,,
-0.052071,-0.047339,0.056056,-0.038874,0.055512,-0.068525,,
-0.035362,-0.050269,0.083844,-0.022949,0.04043,-0.076881,,
0.0044832,-0.017965,0.091809,0.027954,0.024648,-0.08357,,
0.033335,0.013482,0.056867,0.07585,0.0088159,-0.088625,,
0.028945,0.02095,-0.0037712,0.081949,-0.0067232,-0.09212,,
0.0054211,0.012356,-0.045573,0.04547,-0.021671,-0.094115,,
-0.0062439,0.0074342,-0.040129,0.0018185,-0.035545,-0.094651,,
0.0038837,0.0084059,-0.0030009,-0.0096628,-0.047839,-0.093996,,
0.015751,-0.0029294,0.022808,0.016547,-0.058262,-0.0926,,
0.0093066,-0.038172,0.015443,0.047046,-0.066323,-0.09083,,
-0.0061954,-0.078858,-0.0084281,0.045987,-0.071678,-0.089128,,
-0.0025469,-0.088036,-0.011657,0.0091446,-0.07429,-0.087652,,
0.028661,-0.048579,0.022947,-0.033171,-0.074303,-0.086359,,
0.057636,0.013135,0.073712,-0.047278,-0.0723,-0.085236,,
0.044827,0.04732,0.10273,-0.025169,-0.06892,-0.084406,,
-0.013666,0.027483,0.089833,0.014387,-0.064478,-0.084125,,
-0.076358,-0.023695,0.049635,0.04693,-0.058978,-0.084541,,
-0.096083,-0.056864,0.012661,0.062514,-0.05262,-0.085706,,
-0.06699,-0.044527,-0.00038624,0.065796,-0.04625,-0.087613,,
-0.02809,-0.006353,0.0087698,0.060706,-0.040573,-0.090238,,
-0.020547,0.013163,0.022408,0.047263,-0.035989,-0.093566,,
-0.045466,-0.010135,0.027623,0.032081,-0.032971,-0.097579,,
-0.065928,-0.058294,0.026385,0.026295,-0.031715,-0.10205,,
-0.048024,-0.091769,0.030769,0.03556,-0.032282,-0.10666,,
0.0038766,-0.087085,0.050784,0.050625,-0.034509,-0.11116,,
0.05213,-0.053095,0.081022,0.047301,-0.037838,-0.1152,,
0.061972,-0.014973,0.10082,0.012883,-0.041405,-0.11836,,
0.031064,0.010592,0.091911,-0.035936,-0.044962,-0.12024,,
-0.013201,0.022438,0.054538,-0.06113,-0.048582,-0.12071,,
-0.040512,0.023942,0.011793,-0.039643,-0.052204,-0.1197,,
-0.041098,0.014652,-0.0056685,0.013686,-0.055241,-0.11714,,
-0.027439,-0.0037419,0.017025,0.05907,-0.056981,-0.11302,,
-0.01788,-0.019195,0.065731,0.067739,-0.057129,-0.10731,,
-0.019078,-0.016563,0.10838,0.048316,-0.055345,-0.099933,,
-0.021405,0.003247,0.12243,0.02989,-0.051427,-0.090683,,
-0.0096343,0.016429,0.1055,0.030983,-0.045226,-0.079706,,
0.020381,-0.0033834,0.070183,0.043733,-0.036842,-0.067488,,
0.053393,-0.054823,0.03211,0.047149,-0.026459,-0.054558,,
0.063989,-0.10256,0.0011302,0.036185,-0.014299,-0.041462,,
0.038222,-0.10702,-0.014048,0.028915,-0.00074977,-0.028783,,
-0.010705,-0.0625,-0.0067644,0.043304,0.013762,-0.016962,,
-0.049001,-0.0039543,0.023654,0.074988,0.028671,-0.0061984,,
-0.048166,0.025936,0.063932,0.095638,0.043577,0.0033128,,
-0.0079211,0.015876,0.092775,0.080117,0.058326,0.011143,,
0.044633,-0.0085998,0.096294,0.034097,0.072901,0.016855,,
0.077804,-0.01657,0.077086,-0.009029,0.087304,0.020161,,
0.07771,-0.0041402,0.049295,-0.017652,0.10149,0.020927,,
0.05133,0.006777,0.025107,0.01131,0.11503,0.019013,,
0.013445,-0.0010859,0.0061473,0.051721,0.12727,0.014524,,
-0.024446,-0.017422,-0.0064367,0.07287,0.13807,0.0075817,,
-0.053352,-0.015685,-0.0058469,0.062283,0.14733,-0.0015657,,
-0.06256,0.014366,0.012749,0.031635,0.15446,-0.012595,,
-0.044197,0.05032,0.04316,0.0013532,0.15924,-0.025323,,
-0.0039665,0.056613,0.065188,-0.016482,0.16187,-0.039589,,
0.037085,0.020266,0.062294,-0.02164,0.16256,-0.055087,,
0.056673,-0.034258,0.03765,-0.022856,0.16133,-0.071309,,
0.048412,-0.066171,0.012139,-0.027704,0.15769,-0.087837,,
0.023693,-0.054083,0.0055173,-0.03447,0.15136,-0.1042,,
-0.0027058,-0.012346,0.016442,-0.033905,0.14229,-0.11962,,
-0.025302,0.024507,0.028079,-0.017875,0.13039,-0.13343,,
-0.044652,0.031217,0.029361,0.013201,0.11584,-0.14531,,
-0.055875,0.0081477,0.027023,0.045108,0.0988,-0.15512,,
-0.048092,-0.025661,0.032244,0.055792,0.079499,-0.16289,,
-0.018872,-0.051149,0.044364,0.036427,0.058351,-0.16864,,
0.014876,-0.062068,0.049748,-6.5953e-05,0.035763,-0.17226,,
0.027635,-0.064559,0.040893,-0.026047,0.012288,-0.17374,,
0.0098234,-0.068126,0.029204,-0.016514,-0.011193,-0.173,,
-0.021342,-0.076414,0.034129,0.026848,-0.033909,-0.17025,,
-0.038984,-0.083491,0.058794,0.074498,-0.055857,-0.16583,,
-0.03361,-0.07779,0.084665,0.096956,-0.076997,-0.16002,,
-0.01963,-0.052302,0.089503,0.088552,-0.096739,-0.15324,,
-0.014976,-0.014482,0.073891,0.068664,-0.11455,-0.14595,,
-0.019488,0.013979,0.061832,0.063515,-0.12986,-0.13838,,
-0.018315,0.011783,0.073659,0.079134,-0.14227,-0.13067,,
-0.0046424,-0.022294,0.098859,0.096504,-0.15156,-0.12303,,
0.0086609,-0.063114,0.1062,0.092907,-0.15743,-0.116,,
0.0048789,-0.076257,0.078258,0.066001,-0.15986,-0.10992,,
-0.012666,-0.04665,0.029456,0.033983,-0.15898,-0.10476,,
-0.020418,0.0071646,-0.0060456,0.017625,-0.1551,-0.10051,,
-0.0014414,0.048333,-0.00682,0.019687,-0.14866,-0.096961,,
0.032261,0.053903,0.020929,0.024446,-0.14013,-0.093856,,
0.050784,0.03376,0.052124,0.020565,-0.12993,-0.091125,,
0.040148,0.018185,0.069606,0.012485,-0.11823,-0.088711,,
0.019386,0.026756,0.075605,0.015345,-0.10525,-0.086802,,
0.019225,0.049787,0.077117,0.034596,-0.091627,-0.085817,,
0.045633,0.060158,0.077247,0.056149,-0.078005,-0.085932,,
0.070397,0.042113,0.074444,0.058937,-0.065012,-0.086966,,
0.060536,0.0068519,0.071707,0.035488,-0.053264,-0.08864,,
0.014147,-0.020261,0.074998,0.0042011,-0.043169,-0.090978,,
-0.036577,-0.025803,0.08208,-0.0062202,-0.03502,-0.094102,,
-0.056933,-0.019493,0.08256,0.014965,-0.029113,-0.098047,,
-0.040481,-0.019627,0.06804,0.051644,-0.025563,-0.1028,,
-0.0082881,-0.030323,0.044183,0.073251,-0.02445,-0.10832,,
0.016617,-0.036641,0.030102,0.065925,-0.02577,-0.11448,,
0.028309,-0.023226,0.038473,0.042716,-0.029339,-0.12127,,
0.033377,0.0046427,0.062046,0.027712,-0.034754,-0.12877,,
0.036018,0.022262,0.079145,0.034477,-0.041014,-0.13687,,
0.034351,0.009773,0.075776,0.055734,-0.047095,-0.14536,,
0.02923,-0.025481,0.059095,0.073136,-0.053053,-0.15403,,
0.028312,-0.052982,0.046571,0.076853,-0.059229,-0.16261,,
0.036349,-0.047089,0.04585,0.070609,-0.065039,-0.17075,,
0.044862,-0.011565,0.049705,0.068225,-0.069725,-0.17775,,
0.038518,0.023971,0.04864,0.074338,-0.073074,-0.18321,,
0.014136,0.032018,0.044954,0.081689,-0.074992,-0.18759,,
-0.010964,0.011843,0.050968,0.080006,-0.075118,-0.19125,,
-0.01458,-0.012536,0.072302,0.066153,-0.072727,-0.19427,,
0.0064726,-0.017015,0.097994,0.046462,-0.067647,-0.19671,,
0.031852,0.00092903,0.11083,0.028574,-0.06031,-0.19816,,
0.038779,0.023748,0.10461,0.016527,-0.051213,-0.19823,,
0.025017,0.033837,0.086503,0.0092309,-0.0408,-0.19713,,
0.0080598,0.02993,0.069471,0.0097776,-0.029343,-0.19532,,
0.0032155,0.024456,0.057886,0.018807,-0.017301,-0.19307,,
0.0075769,0.027752,0.047114,0.033105,-0.0050779,-0.19075,,
0.0079762,0.037264,0.03549,0.044778,0.0070521,-0.18859,,
0.00095037,0.041828,0.028529,0.045956,0.018978,-0.18677,,
-0.0012262,0.033926,0.033615,0.036367,0.030833,-0.18541,,
0.014092,0.01601,0.048401,0.022949,0.042667,-0.18446,,
0.04264,-0.0039841,0.06141,0.014853,0.054398,-0.18374,,
0.065552,-0.020388,0.064283,0.016307,0.065576,-0.1829,,
0.068396,-0.031704,0.056694,0.024327,0.075783,-0.18178,,
0.054268,-0.036844,0.042339,0.034094,0.085043,-0.1805,,
0.036834,-0.033146,0.023707,0.044521,0.09372,-0.17907,,
0.023976,-0.020106,0.0017153,0.057527,0.10197,-0.17715,,
0.012435,-0.0038149,-0.017841,0.070611,0.10988,-0.17451,,
-0.0021396,0.0052631,-0.023717,0.07533,0.11717,-0.17075,,
-0.0151,0.00078844,-0.010217,0.063638,0.12288,-0.16544,,
-0.016617,-0.013344,0.01471,0.040423,0.12665,-0.15836,,
-0.0041464,-0.026334,0.033634,0.019903,0.12927,-0.14945,,
0.012964,-0.030075,0.034958,0.017238,0.13099,-0.13886,,
0.022481,-0.024946,0.024638,0.036821,0.13117,-0.12664,,
0.020163,-0.016297,0.016275,0.066404,0.12958,-0.11271,,
0.0095871,-0.0068648,0.016525,0.085401,0.12633,-0.097213,,
-0.0062358,0.0053093,0.019362,0.081821,0.12206,-0.08057,,
-0.027938,0.020991,0.016542,0.062595,0.11704,-0.063529,,
-0.052963,0.033705,0.013315,0.047839,0.11094,-0.046689,,
-0.070129,0.032534,0.020762,0.054896,0.10379,-0.030247,,
-0.06699,0.01299,0.040751,0.079725,0.096145,-0.014292,,
-0.044082,-0.014941,0.06112,0.099345,0.08878,0.0012581,,
-0.018129,-0.03152,0.063947,0.09272,0.082189,0.016384,,
-0.0073938,-0.022683,0.04592,0.059472,0.076756,0.03104,,
-0.01428,0.0070895,0.023049,0.021078,0.072749,0.044748,,
-0.025196,0.036842,0.012983,0.0070404,0.070191,0.056659,,
-0.027721,0.045718,0.018027,0.028698,0.069037,0.066691,,
-0.02415,0.030447,0.023907,0.07019,0.069063,0.074909,,
-0.025145,0.008459,0.018322,0.09915,0.070144,0.080998,,
-0.032362,0.0030699,0.0062388,0.093518,0.072167,0.084974,,
-0.033363,0.022651,0.0035504,0.059059,0.074937,0.087289,,
-0.016851,0.05174,0.017259,0.02024,0.078183,0.088265,,
0.010123,0.062915,0.036612,0.0023629,0.081555,0.087948,,
0.025734,0.040619,0.046124,0.010285,0.084955,0.086315,,
0.015906,-0.0032985,0.043865,0.029487,0.088544,0.08388,,
-0.0098765,-0.036943,0.042768,0.042368,0.092436,0.080937,,
-0.028565,-0.033995,0.051801,0.041586,0.096443,0.077393,,
-0.028341,0.0037797,0.065964,0.033671,0.10012,0.073162,,
-0.01968,0.047013,0.070764,0.030797,0.10348,0.068416,,
-0.020484,0.062405,0.056723,0.039247,0.10672,0.063895,,
-0.033724,0.039269,0.033571,0.054788,0.10963,0.060093,,
-0.044182,-0.0037358,0.019661,0.069218,0.11228,0.057313,,
-0.03736,-0.036194,0.025917,0.074527,0.11495,0.05567,,
-0.017122,-0.040866,0.048544,0.068907,0.11785,0.054573,,
-0.00097998,-0.024247,0.073953,0.054521,0.12097,0.053226,,
0.00065349,-0.0061761,0.090336,0.037269,0.1243,0.051753,,
-0.0040453,-0.00096792,0.093441,0.024664,0.12774,0.050985,,
0.00044078,-0.0075174,0.082577,0.019078,0.131,0.050491,,
0.016944,-0.014373,0.05939,0.018882,0.13387,0.049488,,
0.030803,-0.011658,0.029485,0.021604,0.13617,0.047559,,
0.025833,0.0016121,0.0028452,0.026562,0.13768,0.044399,,
0.0026356,0.018738,-0.010221,0.036729,0.13811,0.039834,,
-0.020935,0.030951,-0.004893,0.054381,0.13718,0.033777,,
-0.026495,0.032255,0.01423,0.072462,0.13488,0.026289,,
-0.010472,0.021845,0.03499,0.080251,0.13143,0.017555,,
0.016163,0.0043604,0.045511,0.072661,0.12658,0.0078906,,
0.039554,-0.012452,0.044659,0.057385,0.11997,-0.0024315,,
0.051778,-0.0225,0.037707,0.051376,0.11143,-0.013252,,
0.05036,-0.025258,0.03122,0.063216,0.10087,-0.024292,,
0.034599,-0.024536,0.030817,0.084237,0.08832,-0.035183,,
0.0063245,-0.022609,0.037834,0.095005,0.074041,-0.045503,,
-0.026494,-0.016359,0.047821,0.081793,0.058673,-0.054906,,
-0.050744,-0.0011821,0.055633,0.050975,0.043034,-0.063287,,
-0.056008,0.02062,0.059865,0.021551,0.027516,-0.070707,,
-0.042363,0.037463,0.060545,0.0089036,0.012,-0.077194,,
-0.020298,0.037673,0.058108,0.016784,-0.0032948,-0.082703,,
-0.0028258,0.022376,0.051227,0.036001,-0.017979,-0.087157,,
0.0029097,0.0074924,0.039954,0.054059,-0.031537,-0.090587,,
-0.0017018,0.010007,0.028271,0.063554,-0.043488,-0.093218,,
-0.0098207,0.030864,0.02453,0.062095,-0.053704,-0.095297,,
-0.014194,0.052217,0.035346,0.052026,-0.06219,-0.097082,,
-0.011108,0.053036,0.055069,0.039074,-0.068993,-0.098622,,
-0.0019552,0.028196,0.064872,0.031454,-0.073949,-0.09994,,
0.0082942,-0.0072971,0.04964,0.035688,-0.077049,-0.10109,,
0.015122,-0.031897,0.017087,0.04929,-0.078362,-0.10202,,
0.017653,-0.034508,-0.0058158,0.062068,-0.078185,-0.1029,,
0.017451,-0.019582,0.0049325,0.06524,-0.077141,-0.10385,,
0.014297,0.00073262,0.043451,0.05891,-0.075815,-0.10478,,
0.0052707,0.016326,0.076905,0.051642,-0.074572,-0.10546,,
-0.0096123,0.022227,0.079372,0.050376,-0.07344,-0.10569,,
-0.021758,0.017184,0.057895,0.049977,-0.072195,-0.10519,,
-0.01858,0.0038419,0.040803,0.040025,-0.07106,-0.10382,,
0.0021638,-0.0097765,0.048925,0.020632,-0.070426,-0.10143,,
0.023803,-0.013377,0.071242,0.0059908,-0.070487,-0.097955,,
0.022382,-0.0029707,0.079715,0.012186,-0.071171,-0.093383,,
-0.0084375,0.013724,0.062355,0.036628,-0.072047,-0.087876,,
-0.04544,0.02339,0.035764,0.056992,-0.072789,-0.081513,,
-0.054358,0.020268,0.026191,0.052575,-0.073524,-0.074361,,
-0.023858,0.011736,0.037296,0.02446,-0.074255,-0.066729,,
0.020733,0.008664,0.04754,-0.00058982,-0.074598,-0.059035,,
0.041506,0.011084,0.03833,0.0045513,-0.074097,-0.05164,,
0.026344,0.0071164,0.018064,0.040305,-0.072437,-0.044583,,
0.00018944,-0.011519,0.012212,0.07939,-0.069394,-0.037992,,
-0.0037629,-0.035133,0.034514,0.093408,-0.064676,-0.032325,,
0.018901,-0.042136,0.068325,0.074826,-0.058239,-0.028007,,
0.040236,-0.022237,0.083012,0.041504,-0.050081,-0.025376,,
0.033399,0.0084557,0.069331,0.018183,-0.040489,-0.024575,,
0.0039492,0.01998,0.049353,0.01585,-0.029679,-0.025683,,
-0.01752,-0.0014304,0.047245,0.030517,-0.017714,-0.028568,,
-0.012143,-0.03704,0.061777,0.053112,-0.0047552,-0.032847,,
0.0052735,-0.051833,0.066656,0.0754,0.0089851,-0.037649,,
0.0055602,-0.028082,0.046094,0.089284,0.023234,-0.042197,,
-0.017582,0.017547,0.016027,0.085079,0.037568,-0.046605,,
-0.037902,0.049951,0.0081019,0.059608,0.051579,-0.051072,,
-0.027185,0.047325,0.033586,0.023594,0.064941,-0.055064,,
0.010038,0.01727,0.066692,0.0010278,0.077412,-0.05777,,
0.039738,-0.015029,0.071299,0.0089444,0.088911,-0.058659,,
0.036686,-0.030004,0.041426,0.040548,0.099401,-0.057385,,
0.012572,-0.024586,0.0079428,0.070368,0.10861,-0.053698,,
0.00035899,-0.0057399,0.0047219,0.076077,0.11628,-0.047582,,
0.013647,0.019046,0.031124,0.057923,0.1222,-0.039151,,
0.03018,0.042121,0.058167,0.038194,0.12616,-0.029002,,
0.01995,0.051833,0.059618,0.038316,0.12806,-0.018151,,
-0.015635,0.037085,0.043084,0.057005,0.12784,-0.0071918,,
-0.041512,0.00032574,0.038048,0.073597,0.12543,0.0041228,,
-0.028363,-0.036798,0.059598,0.069465,0.12081,0.015577,,
0.011767,-0.0474,0.090885,0.045533,0.11398,0.026417,,
0.036224,-0.023369,0.10095,0.021068,0.10498,0.036016,,
0.018137,0.014963,0.077024,0.015154,0.093948,0.043755,,
-0.023928,0.036088,0.038348,0.027042,0.081068,0.049221,,
-0.046658,0.026249,0.018295,0.041683,0.066819,0.052148,,
-0.029286,0.0013085,0.027035,0.044885,0.051752,0.052657,,
0.0058014,-0.01046,0.049377,0.036387,0.036283,0.05123,,
0.020942,0.0030677,0.061576,0.02636,0.02074,0.048667,,
0.0061956,0.026824,0.056938,0.02594,0.0054072,0.045352,,
-0.011408,0.035078,0.047624,0.034469,-0.0094535,0.041194,,
-0.0011586,0.017433,0.047156,0.041762,-0.023648,0.036213,,
0.034798,-0.011951,0.057753,0.039268,-0.036951,0.031109,,
0.062807,-0.029479,0.065482,0.027071,-0.049106,0.026701,,
0.054091,-0.024642,0.058546,0.016922,-0.059793,0.023375,,
0.015086,-0.0077292,0.038895,0.019659,-0.068689,0.021607,,
-0.020259,0.0026843,0.02086,0.038844,-0.075843,0.021583,,
-0.025373,-0.0020356,0.015352,0.06588,-0.08159,0.023451,,
-0.0048147,-0.014404,0.024069,0.084752,-0.086374,0.027283,,
0.015656,-0.020595,0.037726,0.086023,-0.090522,0.033047,,
0.017883,-0.014744,0.044334,0.069436,-0.094004,0.040686,,
0.0071458,-0.0039397,0.038439,0.04466,-0.096768,0.049948,,
0.0013915,-0.00048063,0.026048,0.024738,-0.098905,0.060658,,
0.0094498,-0.0097202,0.019271,0.015089,-0.10066,0.072508,,
0.022275,-0.024591,0.023675,0.013491,-0.10219,0.085079,,
0.023983,-0.031097,0.036415,0.014632,-0.10343,0.097915,,
0.0086567,-0.019724,0.047852,0.015387,-0.10427,0.11052,,
-0.01417,0.0065596,0.04843,0.013871,-0.10457,0.12248,,
-0.028764,0.033836,0.038439,0.013661,-0.10459,0.13344,,
-0.026753,0.046854,0.027249,0.016102,-0.10446,0.14304,,
-0.013054,0.039253,0.023961,0.019749,-0.10418,0.15091,,
-0.00070881,0.016856,0.032957,0.023881,-0.10355,0.15686,,
-8.8852e-05,-0.0077339,0.048973,0.02763,-0.10221,0.16067,,
-0.01101,-0.024243,0.064132,0.031694,-0.099943,0.16201,,
-0.023381,-0.030304,0.072567,0.037435,-0.096807,0.16073,,
-0.025769,-0.030183,0.070958,0.044943,-0.093279,0.15678,,
-0.015201,-0.029298,0.059532,0.051528,-0.089848,0.15028,,
6.3484e-05,-0.029872,0.041495,0.052179,-0.086792,0.14139,,
0.0076029,-0.030704,0.025334,0.044566,-0.084021,0.13037,,
0.0017039,-0.029813,0.020234,0.032242,-0.08131,0.11741,,
-0.011867,-0.026773,0.027877,0.023364,-0.078706,0.10263,,
-0.021332,-0.022828,0.040637,0.02659,-0.076412,0.086245,,
-0.018813,-0.019303,0.04541,0.040032,-0.074482,0.068578,,
